district,category,subcategory,year,0
NT Balance Crime Statistics,0711 House break-ins  ,"  House break-ins, actual",2014 Q1,71
NT Balance Crime Statistics,0711 House break-ins  ,"  House break-ins, actual",2014 Q2,75
NT Balance Crime Statistics,0711 House break-ins  ,"  House break-ins, actual",2014 Q3,49
NT Balance Crime Statistics,0711 House break-ins  ,"  House break-ins, actual",2014 Q4,68
NT Balance Crime Statistics,0711 House break-ins  ,"  House break-ins, actual",2015 Q1,72
NT Balance Crime Statistics,0711 House break-ins  ,"  House break-ins, actual",2015 Q2,55
NT Balance Crime Statistics,0711 House break-ins  ,"  House break-ins, actual",2015 Q3,55
NT Balance Crime Statistics,0711 House break-ins  ,"  House break-ins, actual",2015 Q4,65
NT Balance Crime Statistics,0711 House break-ins  ,"  House break-ins, actual",2016 Q1,69
NT Balance Crime Statistics,0711 House break-ins  ,"  House break-ins, actual",2016 Q2,59
NT Balance Crime Statistics,0711 House break-ins  ,"  House break-ins, actual",2016 Q3,66
NT Balance Crime Statistics,0711 House break-ins  ,"  House break-ins, actual",2016 Q4,88
NT Balance Crime Statistics,0711 House break-ins  ,"  House break-ins, actual",2017 Q1,124
NT Balance Crime Statistics,0711 House break-ins  ,"  House break-ins, actual",2017 Q2,91
NT Balance Crime Statistics,0711 House break-ins  ,"  House break-ins, actual",2017 Q3,71
NT Balance Crime Statistics,0711 House break-ins  ,"  House break-ins, actual",2017 Q4,112
NT Balance Crime Statistics,0711 House break-ins  ,"  House break-ins, actual",2018 Q1,70
NT Balance Crime Statistics,0711 House break-ins  ,"  House break-ins, attempted",2011 Q3,6
NT Balance Crime Statistics,0711 House break-ins  ,"  House break-ins, attempted",2011 Q4,10
NT Balance Crime Statistics,0711 House break-ins  ,"  House break-ins, attempted",2012 Q1,8
NT Balance Crime Statistics,0711 House break-ins  ,"  House break-ins, attempted",2012 Q2,15
NT Balance Crime Statistics,0711 House break-ins  ,"  House break-ins, attempted",2012 Q3,6
NT Balance Crime Statistics,0711 House break-ins  ,"  House break-ins, attempted",2012 Q4,11
NT Balance Crime Statistics,0711 House break-ins  ,"  House break-ins, attempted",2013 Q1,19
NT Balance Crime Statistics,0711 House break-ins  ,"  House break-ins, attempted",2013 Q2,8
NT Balance Crime Statistics,0711 House break-ins  ,"  House break-ins, attempted",2013 Q3,10
NT Balance Crime Statistics,0711 House break-ins  ,"  House break-ins, attempted",2013 Q4,8
NT Balance Crime Statistics,0711 House break-ins  ,"  House break-ins, attempted",2014 Q1,12
NT Balance Crime Statistics,0711 House break-ins  ,"  House break-ins, attempted",2014 Q2,10
NT Balance Crime Statistics,0711 House break-ins  ,"  House break-ins, attempted",2014 Q3,4
NT Balance Crime Statistics,0711 House break-ins  ,"  House break-ins, attempted",2014 Q4,10
NT Balance Crime Statistics,0711 House break-ins  ,"  House break-ins, attempted",2015 Q1,11
NT Balance Crime Statistics,0711 House break-ins  ,"  House break-ins, attempted",2015 Q2,11
NT Balance Crime Statistics,0711 House break-ins  ,"  House break-ins, attempted",2015 Q3,6
NT Balance Crime Statistics,0711 House break-ins  ,"  House break-ins, attempted",2015 Q4,4
NT Balance Crime Statistics,0711 House break-ins  ,"  House break-ins, attempted",2016 Q1,12
NT Balance Crime Statistics,0711 House break-ins  ,"  House break-ins, attempted",2016 Q2,6
NT Balance Crime Statistics,0711 House break-ins  ,"  House break-ins, attempted",2016 Q3,10
NT Balance Crime Statistics,0711 House break-ins  ,"  House break-ins, attempted",2016 Q4,6
NT Balance Crime Statistics,0711 House break-ins  ,"  House break-ins, attempted",2017 Q1,21
NT Balance Crime Statistics,0711 House break-ins  ,"  House break-ins, attempted",2017 Q2,11
NT Balance Crime Statistics,0711 House break-ins  ,"  House break-ins, attempted",2017 Q3,11
NT Balance Crime Statistics,0711 House break-ins  ,"  House break-ins, attempted",2017 Q4,23
NT Balance Crime Statistics,0711 House break-ins  ,"  House break-ins, attempted",2018 Q1,10
NT Balance Crime Statistics,08* Theft and related offences (other than MV),08* Theft and related offences (other than MV),2011 Q3,238
NT Balance Crime Statistics,08* Theft and related offences (other than MV),08* Theft and related offences (other than MV),2011 Q4,277
NT Balance Crime Statistics,08* Theft and related offences (other than MV),08* Theft and related offences (other than MV),2012 Q1,269
NT Balance Crime Statistics,08* Theft and related offences (other than MV),08* Theft and related offences (other than MV),2012 Q2,278
NT Balance Crime Statistics,08* Theft and related offences (other than MV),08* Theft and related offences (other than MV),2012 Q3,214
NT Balance Crime Statistics,08* Theft and related offences (other than MV),08* Theft and related offences (other than MV),2012 Q4,298
NT Balance Crime Statistics,08* Theft and related offences (other than MV),08* Theft and related offences (other than MV),2013 Q1,301
NT Balance Crime Statistics,08* Theft and related offences (other than MV),08* Theft and related offences (other than MV),2013 Q2,271
NT Balance Crime Statistics,08* Theft and related offences (other than MV),08* Theft and related offences (other than MV),2013 Q3,197
NT Balance Crime Statistics,08* Theft and related offences (other than MV),08* Theft and related offences (other than MV),2013 Q4,240
NT Balance Crime Statistics,08* Theft and related offences (other than MV),08* Theft and related offences (other than MV),2014 Q1,270
NT Balance Crime Statistics,08* Theft and related offences (other than MV),08* Theft and related offences (other than MV),2014 Q2,304
NT Balance Crime Statistics,08* Theft and related offences (other than MV),08* Theft and related offences (other than MV),2014 Q3,219
NT Balance Crime Statistics,08* Theft and related offences (other than MV),08* Theft and related offences (other than MV),2014 Q4,305
NT Balance Crime Statistics,08* Theft and related offences (other than MV),08* Theft and related offences (other than MV),2015 Q1,284
NT Balance Crime Statistics,08* Theft and related offences (other than MV),08* Theft and related offences (other than MV),2015 Q2,288
NT Balance Crime Statistics,08* Theft and related offences (other than MV),08* Theft and related offences (other than MV),2015 Q3,267
NT Balance Crime Statistics,08* Theft and related offences (other than MV),08* Theft and related offences (other than MV),2015 Q4,299
NT Balance Crime Statistics,08* Theft and related offences (other than MV),08* Theft and related offences (other than MV),2016 Q1,311
NT Balance Crime Statistics,08* Theft and related offences (other than MV),08* Theft and related offences (other than MV),2016 Q2,256
NT Balance Crime Statistics,08* Theft and related offences (other than MV),08* Theft and related offences (other than MV),2016 Q3,267
NT Balance Crime Statistics,08* Theft and related offences (other than MV),08* Theft and related offences (other than MV),2016 Q4,309
NT Balance Crime Statistics,08* Theft and related offences (other than MV),08* Theft and related offences (other than MV),2017 Q1,390
NT Balance Crime Statistics,08* Theft and related offences (other than MV),08* Theft and related offences (other than MV),2017 Q2,304
NT Balance Crime Statistics,08* Theft and related offences (other than MV),08* Theft and related offences (other than MV),2017 Q3,268
NT Balance Crime Statistics,08* Theft and related offences (other than MV),08* Theft and related offences (other than MV),2017 Q4,332
NT Balance Crime Statistics,08* Theft and related offences (other than MV),08* Theft and related offences (other than MV),2018 Q1,118
NT Balance Crime Statistics,081 Motor vehicle theft and related offences, 0812 Illegal use of a motor vehicle,2011 Q3,43
NT Balance Crime Statistics,081 Motor vehicle theft and related offences, 0812 Illegal use of a motor vehicle,2011 Q4,41
NT Balance Crime Statistics,081 Motor vehicle theft and related offences, 0812 Illegal use of a motor vehicle,2012 Q1,44
NT Balance Crime Statistics,081 Motor vehicle theft and related offences, 0812 Illegal use of a motor vehicle,2012 Q2,47
NT Balance Crime Statistics,081 Motor vehicle theft and related offences, 0812 Illegal use of a motor vehicle,2012 Q3,31
NT Balance Crime Statistics,081 Motor vehicle theft and related offences, 0812 Illegal use of a motor vehicle,2012 Q4,60
NT Balance Crime Statistics,081 Motor vehicle theft and related offences, 0812 Illegal use of a motor vehicle,2013 Q1,48
NT Balance Crime Statistics,081 Motor vehicle theft and related offences, 0812 Illegal use of a motor vehicle,2013 Q2,40
NT Balance Crime Statistics,081 Motor vehicle theft and related offences, 0812 Illegal use of a motor vehicle,2013 Q3,50
NT Balance Crime Statistics,081 Motor vehicle theft and related offences, 0812 Illegal use of a motor vehicle,2013 Q4,38
NT Balance Crime Statistics,081 Motor vehicle theft and related offences, 0812 Illegal use of a motor vehicle,2014 Q1,40
NT Balance Crime Statistics,081 Motor vehicle theft and related offences, 0812 Illegal use of a motor vehicle,2014 Q2,50
NT Balance Crime Statistics,081 Motor vehicle theft and related offences, 0812 Illegal use of a motor vehicle,2014 Q3,38
NT Balance Crime Statistics,081 Motor vehicle theft and related offences, 0812 Illegal use of a motor vehicle,2014 Q4,65
NT Balance Crime Statistics,081 Motor vehicle theft and related offences, 0812 Illegal use of a motor vehicle,2015 Q1,48
NT Balance Crime Statistics,081 Motor vehicle theft and related offences, 0812 Illegal use of a motor vehicle,2015 Q2,36
NT Balance Crime Statistics,081 Motor vehicle theft and related offences, 0812 Illegal use of a motor vehicle,2015 Q3,42
NT Balance Crime Statistics,081 Motor vehicle theft and related offences, 0812 Illegal use of a motor vehicle,2015 Q4,48
NT Balance Crime Statistics,081 Motor vehicle theft and related offences, 0812 Illegal use of a motor vehicle,2016 Q1,60
NT Balance Crime Statistics,081 Motor vehicle theft and related offences, 0812 Illegal use of a motor vehicle,2016 Q2,42
NT Balance Crime Statistics,081 Motor vehicle theft and related offences, 0812 Illegal use of a motor vehicle,2016 Q3,43
NT Balance Crime Statistics,081 Motor vehicle theft and related offences, 0812 Illegal use of a motor vehicle,2016 Q4,44
NT Balance Crime Statistics,081 Motor vehicle theft and related offences, 0812 Illegal use of a motor vehicle,2017 Q1,46
NT Balance Crime Statistics,081 Motor vehicle theft and related offences, 0812 Illegal use of a motor vehicle,2017 Q2,30
NT Balance Crime Statistics,081 Motor vehicle theft and related offences, 0812 Illegal use of a motor vehicle,2017 Q3,48
NT Balance Crime Statistics,081 Motor vehicle theft and related offences, 0812 Illegal use of a motor vehicle,2017 Q4,42
NT Balance Crime Statistics,081 Motor vehicle theft and related offences, 0812 Illegal use of a motor vehicle,2018 Q1,20
NT Balance Crime Statistics,081 Motor vehicle theft and related offences, 0813 Theft of motor vehicle parts or contents,2011 Q3,26
NT Balance Crime Statistics,081 Motor vehicle theft and related offences, 0813 Theft of motor vehicle parts or contents,2011 Q4,26
NT Balance Crime Statistics,081 Motor vehicle theft and related offences, 0813 Theft of motor vehicle parts or contents,2012 Q1,18
NT Balance Crime Statistics,081 Motor vehicle theft and related offences, 0813 Theft of motor vehicle parts or contents,2012 Q2,54
NT Balance Crime Statistics,081 Motor vehicle theft and related offences, 0813 Theft of motor vehicle parts or contents,2012 Q3,34
NT Balance Crime Statistics,081 Motor vehicle theft and related offences, 0813 Theft of motor vehicle parts or contents,2012 Q4,25
NT Balance Crime Statistics,081 Motor vehicle theft and related offences, 0813 Theft of motor vehicle parts or contents,2013 Q1,23
NT Balance Crime Statistics,081 Motor vehicle theft and related offences, 0813 Theft of motor vehicle parts or contents,2013 Q2,36
NT Balance Crime Statistics,081 Motor vehicle theft and related offences, 0813 Theft of motor vehicle parts or contents,2013 Q3,24
NT Balance Crime Statistics,081 Motor vehicle theft and related offences, 0813 Theft of motor vehicle parts or contents,2013 Q4,22
NT Balance Crime Statistics,081 Motor vehicle theft and related offences, 0813 Theft of motor vehicle parts or contents,2014 Q1,19
NT Balance Crime Statistics,081 Motor vehicle theft and related offences, 0813 Theft of motor vehicle parts or contents,2014 Q2,31
NT Balance Crime Statistics,081 Motor vehicle theft and related offences, 0813 Theft of motor vehicle parts or contents,2014 Q3,26
NT Balance Crime Statistics,081 Motor vehicle theft and related offences, 0813 Theft of motor vehicle parts or contents,2014 Q4,25
NT Balance Crime Statistics,081 Motor vehicle theft and related offences, 0813 Theft of motor vehicle parts or contents,2015 Q1,33
NT Balance Crime Statistics,081 Motor vehicle theft and related offences, 0813 Theft of motor vehicle parts or contents,2015 Q2,27
NT Balance Crime Statistics,081 Motor vehicle theft and related offences, 0813 Theft of motor vehicle parts or contents,2015 Q3,28
NT Balance Crime Statistics,081 Motor vehicle theft and related offences, 0813 Theft of motor vehicle parts or contents,2015 Q4,32
NT Balance Crime Statistics,081 Motor vehicle theft and related offences, 0813 Theft of motor vehicle parts or contents,2016 Q1,29
NT Balance Crime Statistics,081 Motor vehicle theft and related offences, 0813 Theft of motor vehicle parts or contents,2016 Q2,32
NT Balance Crime Statistics,081 Motor vehicle theft and related offences, 0813 Theft of motor vehicle parts or contents,2016 Q3,30
NT Balance Crime Statistics,081 Motor vehicle theft and related offences, 0813 Theft of motor vehicle parts or contents,2016 Q4,24
NT Balance Crime Statistics,081 Motor vehicle theft and related offences, 0813 Theft of motor vehicle parts or contents,2017 Q1,18
NT Balance Crime Statistics,081 Motor vehicle theft and related offences, 0813 Theft of motor vehicle parts or contents,2017 Q2,25
NT Balance Crime Statistics,081 Motor vehicle theft and related offences, 0813 Theft of motor vehicle parts or contents,2017 Q3,20
NT Balance Crime Statistics,081 Motor vehicle theft and related offences, 0813 Theft of motor vehicle parts or contents,2017 Q4,26
NT Balance Crime Statistics,081 Motor vehicle theft and related offences, 0813 Theft of motor vehicle parts or contents,2018 Q1,5
NT Balance Crime Statistics,12 Property damage offences,12 Property damage offences,2011 Q3,293
NT Balance Crime Statistics,12 Property damage offences,12 Property damage offences,2011 Q4,311
NT Balance Crime Statistics,12 Property damage offences,12 Property damage offences,2012 Q1,329
NT Balance Crime Statistics,12 Property damage offences,12 Property damage offences,2012 Q2,349
